case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_reimbursement
2332,14,418.0,1511.34,1848.26
2333,14,652.0,2246.42,1848.85
2334,3,39.0,2202.27,1315.73
2335,5,595.0,1518.66,1636.71
2336,14,674.0,2284.81,1848.53
2337,1,525.0,1672.62,1301.09
2338,11,278.0,252.43,873.17
2339,8,687.0,412.11,1037.33
2340,7,667.0,1930.09,1709.89
2341,8,741.0,694.4,1318.92
2342,9,430.0,2168.05,1585.75
2343,5,910.0,363.27,981.2
2344,14,837.0,700.84,1706.66
2345,10,1021.0,1070.91,2030.16
2346,7,547.0,1617.82,1665.37
2347,1,653.0,981.41,1126.68
2348,13,659.0,2175.58,1823.42
2349,9,927.0,1234.22,1975.42
2350,9,973.0,551.0,1341.84
2351,10,655.0,2001.64,1698.29
2352,6,773.0,849.63,1537.74
2353,13,301.0,195.03,991.56
2354,13,531.0,1399.79,1843.06
2355,13,164.0,851.98,1371.12
2356,2,911.0,971.3,1304.2
2357,2,1029.0,2077.34,1504.16
2358,8,860.0,2127.97,1735.13
2359,4,334.0,1752.36,1468.66
2360,4,156.0,421.95,529.64
2361,5,226.0,2206.13,1526.82
2362,4,1050.0,171.71,803.16
2363,6,904.0,82.4,1046.48
2364,1,154.0,227.51,205.35
2365,5,704.0,1273.02,1625.19
2366,13,581.0,2176.69,1804.47
2367,12,914.0,851.86,1795.8
2368,9,1007.0,296.97,1268.12
2369,10,487.0,851.45,1285.03
2370,5,1112.0,1756.41,1710.32
2371,7,988.0,1753.28,1894.87
2372,7,653.0,1145.8,1610.99
2373,7,20.0,974.11,1281.91
2374,2,620.0,1863.77,1459.24
2375,4,235.0,525.93,650.06
2376,7,944.0,2424.38,1814.59
2377,10,716.0,1323.38,1787.52
2378,8,603.0,590.86,1152.58
2379,6,828.0,1717.66,1778.26
2380,2,93.0,1981.68,1241.96
2381,12,360.0,1970.27,1696.64
2382,13,1081.0,846.42,1945.25
2383,10,322.0,1710.07,1609.89
2384,6,183.0,468.23,694.35
2385,12,297.0,82.78,1048.93
2386,8,217.0,2391.3,1510.98
2387,13,767.0,2424.05,1836.42
2388,4,508.0,1899.9,1529.68
2389,5,658.0,721.62,1203.16
2390,7,129.0,1726.49,502.11
2391,2,700.0,1136.79,1353.99
2392,7,1088.0,190.43,1211.18
2393,12,985.0,2274.41,1825.26
2394,8,351.0,1807.41,1547.38
2395,8,995.0,1859.14,1801.43
2396,8,388.0,1817.16,1556.77
2397,10,566.0,48.55,976.51
2398,14,993.0,856.95,1891.43
2399,4,678.0,1109.46,1462.78
2400,12,66.0,1980.38,1614.54
2401,12,387.0,343.46,1011.2
2402,9,143.0,2108.64,1537.32
2403,7,41.0,845.85,1099.64
2404,12,180.0,520.18,913.97
2405,7,14.0,1969.61,1495.3
2406,11,186.0,1766.08,1621.79
2407,3,800.0,1838.58,1519.52
2408,8,280.0,1447.4,1517.8
2409,6,1110.0,1253.26,1884.39
2410,10,1027.0,110.93,1324.78
2411,9,58.0,537.51,712.45
2412,3,848.0,619.88,922.93
2413,8,851.0,2030.94,1742.6
2414,8,773.0,2396.89,1663.46
2415,7,679.0,1363.4,1681.88
2416,1,739.0,1699.97,1414.79
2417,14,656.0,34.75,1309.04
2418,1,548.0,2421.57,1360.52
2419,10,9.0,348.0,623.73
2420,11,1198.0,891.25,2067.86
2421,2,52.0,1259.02,1125.91
2422,10,991.0,1450.0,1896.65
2423,2,629.0,795.29,953.63
2424,6,456.0,1692.3,1605.29
2425,1,737.0,453.73,607.39
2426,13,373.0,878.05,1480.64
2427,3,238.0,1110.66,1216.08
2428,1,11.0,1143.22,945.13
2429,3,135.0,77.72,407.15
2430,12,356.0,2364.96,1688.25
2431,5,1181.0,1846.46,1714.63
2432,3,539.0,388.71,677.64
2433,7,792.0,512.82,1259.95
2434,12,1060.0,1577.67,1986.31
2435,7,1050.0,2185.3,1852.79
2436,6,1177.0,415.86,1194.18
2437,12,864.0,2107.39,1823.77
2438,8,279.0,1429.42,1514.43
2439,9,235.0,2395.25,1545.78
2440,7,647.0,1186.03,1616.84
2441,3,627.0,1769.96,1489.7
2442,11,1165.0,1542.42,2150.07
2443,10,402.0,592.51,1012.48
2444,4,566.0,121.92,693.77
2445,13,892.0,1333.73,1925.76
2446,7,346.0,1828.97,1616.04
2447,8,455.0,1500.02,1565.19
2448,9,869.0,1112.59,1786.64
2449,14,1186.0,1512.27,2135.52
2450,8,202.0,2086.34,1516.67
2451,13,202.0,1075.02,1663.84
2452,10,405.0,2217.07,1605.39
2453,2,538.0,2229.03,1434.89
2454,9,1067.0,133.18,1273.82
2455,9,1083.0,380.44,1297.88
2456,7,303.0,933.17,1316.73
2457,6,499.0,1877.37,1612.87
2458,2,665.0,1706.44,1463.42
2459,14,998.0,2102.29,1900.57
2460,8,293.0,2087.16,1532.81
2461,5,381.0,2137.11,1560.98
2462,9,538.0,1750.31,1624.07
2463,4,1112.0,2497.51,1585.09
2464,6,984.0,574.99,1000.51
2465,11,1077.0,2378.56,1787.33
2466,10,686.0,196.09,992.62
2467,2,544.0,2164.18,1438.13
2468,3,311.0,2256.82,1433.34
2469,6,499.0,1989.47,1611.98
2470,9,1201.0,1557.51,1942.8
2471,5,134.0,394.74,562.83
2472,13,294.0,602.17,1098.46
2473,4,135.0,1603.32,1376.1
2474,14,1164.0,2149.8,1912.33
2475,8,849.0,1872.81,1757.72
2476,8,928.0,53.94,1166.84
2477,9,987.0,1533.3,1897.38
2478,11,433.0,2037.92,1662.06
2479,12,188.0,2239.08,1650.26
2480,9,1120.0,826.45,1889.04
2481,11,326.0,286.77,923.84
2482,10,400.0,256.32,875.35
2483,11,540.0,1506.33,1782.75
2484,1,483.0,291.38,405.35
2485,13,1021.0,2452.04,1862.02
2486,13,772.0,1951.77,1850.87
2487,12,1125.0,2222.83,1835.42
2488,5,955.0,2127.63,1705.11
2489,14,492.0,794.74,1583.27
2490,3,910.0,2083.0,1527.03
2491,2,833.0,2142.84,1514.28
2492,12,709.0,2305.08,1792.86
2493,1,24.0,463.85,241.43
2494,4,1200.0,2176.09,1584.6
2495,8,1010.0,299.06,1162.75
2496,1,336.0,1541.7,1224.99
2497,13,707.0,2222.27,1833.26
2498,14,1096.0,118.99,1366.7
2499,6,831.0,619.13,1268.02
2500,3,1176.0,2084.7,1499.1
2501,4,1154.0,2275.89,1562.22
2502,13,47.0,1196.67,1606.56
2503,4,312.0,2398.66,1488.47
2504,9,295.0,1660.48,1574.55
2505,14,581.0,600.11,1438.15
2506,6,972.0,1498.28,1833.3
2507,7,587.0,139.31,889.37
2508,12,1186.0,96.52,1337.55
2509,4,851.0,721.05,1142.5
2510,6,840.0,518.05,1177.67
2511,4,594.0,113.89,706.51
2512,6,70.0,520.73,641.62
2513,2,47.0,951.75,819.15
2514,9,679.0,1062.15,1654.0
2515,5,14.0,502.65,556.77
2516,4,504.0,1880.11,1542.93
2517,6,296.0,553.76,815.92
2518,3,1043.0,1848.13,1510.12
2519,8,1002.0,1616.72,1806.78
2520,11,764.0,1585.96,1847.74
2521,8,295.0,2442.96,1536.66
2522,12,812.0,1825.43,1828.51
2523,2,870.0,2034.98,1513.32
2524,2,451.0,1753.52,1354.76
2525,10,485.0,1616.06,1651.55
2526,14,530.0,2223.31,1827.15
2527,1,107.0,1532.55,1193.88
2528,1,632.0,403.43,540.1
2529,9,928.0,293.47,1223.09
2530,8,1069.0,831.69,1797.02
2531,10,437.0,2383.07,1613.04
2532,6,1137.0,1302.66,1860.8
2533,7,1117.0,1814.55,1913.11
2534,2,657.0,469.54,642.06
2535,2,341.0,478.55,504.15
2536,10,789.0,1952.74,1742.92
2537,2,464.0,1006.05,1097.97
2538,6,1000.0,2368.67,1765.86
2539,9,596.0,144.55,928.13
2540,13,814.0,2457.81,1837.38
2541,14,434.0,228.1,1164.39
2542,4,1153.0,1692.94,1554.92
2543,7,1056.0,426.84,1237.48
2544,14,461.0,117.28,1212.9
2545,2,1092.0,995.93,1339.51
2546,13,767.0,555.33,1535.73
2547,12,1124.0,2112.82,1841.26
2548,5,1130.0,568.04,1116.63
2549,8,1198.0,1484.45,1879.39
2550,4,367.0,2128.56,1489.35
2551,5,1118.0,831.32,1383.03
2552,13,249.0,1063.87,1671.27
2553,5,625.0,1954.84,1643.78
2554,14,725.0,2254.83,1857.98
2555,6,640.0,1754.75,1723.01
2556,9,176.0,2100.18,1546.88
2557,5,42.0,1217.91,1300.53
2558,13,1043.0,1466.65,2020.0
2559,2,824.0,849.27,1174.25
2560,7,269.0,277.63,749.41
2561,6,510.0,1372.37,1574.23
2562,3,927.0,918.74,1327.77
2563,10,114.0,1460.36,1584.54
2564,10,171.0,533.15,829.35
2565,10,247.0,871.31,1239.83
2566,13,625.0,416.64,1281.95
2567,12,192.0,2443.79,1637.8
2568,10,269.0,1557.62,1595.25
2569,7,1078.0,989.54,1997.7
2570,9,611.0,743.43,1256.66
2571,2,795.0,1373.51,1474.39
2572,5,381.0,2014.98,1547.49
2573,5,128.0,193.2,531.28
2574,12,79.0,1444.85,1630.94
2575,9,129.0,1631.16,1539.8
2576,12,1095.0,2298.23,1841.78
2577,12,963.0,1876.39,1847.14
2578,1,416.0,663.07,609.91
2579,1,1131.0,85.33,527.03
2580,11,237.0,1275.07,1639.78
2581,12,947.0,2096.19,1835.7
2582,3,35.0,1208.46,1191.82
2583,12,796.0,1948.97,1817.16
2584,6,547.0,87.89,824.1
2585,8,1100.0,172.78,1221.75
2586,3,275.0,1882.82,1390.23
2587,3,670.0,462.31,751.34
2588,11,1176.0,1549.88,2138.86
2589,1,832.0,2390.95,1461.33
2590,1,16.0,1569.0,1167.57
2591,13,488.0,1402.64,1833.63
2592,9,899.0,1356.99,721.74
2593,2,930.0,1556.3,1489.98
2594,9,694.0,102.0,939.92
2595,1,590.0,748.81,767.72
2596,2,929.0,2396.03,1512.85
2597,9,243.0,2126.53,1558.1
2598,12,919.0,2272.84,1812.02
2599,8,211.0,2200.83,1514.76
2600,5,735.0,1918.76,1680.75
2601,4,1179.0,2057.74,1566.44
2602,13,490.0,61.28,1162.64
2603,14,364.0,1980.97,1836.71
2604,10,505.0,2398.7,1639.78
2605,14,150.0,900.94,1527.25
2606,12,655.0,1757.86,1845.09
2607,1,241.0,422.79,349.87
2608,5,902.0,2409.6,1705.64
2609,8,679.0,742.12,1268.58
2610,10,618.0,2295.45,1675.95
2611,2,691.0,71.84,592.08
2612,4,407.0,402.68,672.48
2613,9,1185.0,1939.61,1872.44
2614,11,739.0,1686.62,1774.45
2615,13,719.0,446.77,1379.66
2616,12,323.0,43.84,1084.89
2617,6,172.0,2101.2,1544.57
2618,13,698.0,2247.89,1826.91
2619,12,359.0,2229.78,1685.96
2620,8,1037.0,505.26,1292.8
2621,12,363.0,1158.43,1694.28
2622,7,455.0,2341.67,1656.63
2623,2,1011.0,890.16,1216.02
2624,13,678.0,882.91,1764.23
2625,4,870.0,2086.18,1597.03
2626,8,642.0,1004.89,1541.63
2627,12,641.0,131.36,1135.79
2628,2,292.0,1609.12,1285.18
2629,6,684.0,59.68,960.05
2630,13,191.0,1494.22,1745.11
2631,14,1053.0,939.88,1980.57
2632,9,1024.0,696.22,1586.87
2633,14,617.0,1339.7,1877.83
2634,14,1053.0,1344.13,2063.38
2635,12,1063.0,2324.25,1834.81
2636,10,489.0,1085.57,1583.33
2637,7,563.0,1550.47,1672.12
2638,2,1030.0,435.93,681.89
2639,2,1175.0,584.82,779.09
2640,2,958.0,1599.41,1489.33
2641,7,343.0,133.26,786.66
2642,3,625.0,1871.01,1492.57
2643,10,176.0,1066.84,1480.47
2644,8,1163.0,1722.35,1850.23
2645,4,313.0,871.32,1101.61
2646,12,1064.0,815.8,1857.7
2647,6,435.0,2462.44,1613.04
2648,10,396.0,2113.73,1609.02
2649,12,484.0,1189.75,1756.75
2650,6,247.0,1467.93,1516.41
2651,6,941.0,2050.88,1771.09
2652,2,60.0,633.49,108.27
2653,1,255.0,1056.02,957.23
2654,2,1008.0,52.08,648.17
2655,5,35.0,2240.91,1431.54
2656,10,56.0,462.81,691.73
2657,7,1114.0,2043.96,1857.58
2658,8,728.0,1491.99,624.92
2659,10,1169.0,1403.11,2123.04
2660,6,434.0,1871.4,1596.56
2661,13,919.0,31.55,1323.21
2662,9,732.0,416.87,1176.64
2663,3,213.0,151.62,479.37
2664,3,841.0,587.22,905.39
2665,8,756.0,2162.73,1655.12
2666,3,1116.0,1492.29,1486.54
2667,4,997.0,2194.66,1584.86
2668,1,530.0,923.75,969.78
2669,2,784.0,655.16,875.06
2670,1,1127.0,1571.35,1414.44
2671,2,316.0,1556.33,1291.64
2672,5,506.0,1684.44,1618.74
2673,11,364.0,496.68,975.4
2674,2,650.0,700.98,803.97
2675,7,570.0,1162.48,1567.78
2676,7,917.0,726.07,1511.8
2677,13,963.0,914.26,1903.29
2678,4,707.0,503.7,927.79
2679,4,24.0,2187.71,1362.49
2680,6,57.0,77.5,504.95
2681,1,688.0,647.83,709.22
2682,12,1060.0,769.67,1803.06
2683,13,174.0,903.45,1452.29
2684,12,515.0,1545.08,1814.38
2685,7,81.0,1692.93,1516.55
2686,8,624.0,2212.89,1608.76
2687,8,289.0,1654.44,1538.8
2688,6,1040.0,1928.26,1815.42
2689,12,1036.0,2204.49,1833.78
2690,4,1128.0,687.59,1034.98
2691,10,890.0,1474.45,1853.41
2692,2,1125.0,2269.73,1502.13
2693,8,530.0,2057.78,1578.37
2694,3,884.0,632.99,696.78
2695,7,68.0,1565.7,1502.82
2696,6,716.0,2294.54,1743.19
2697,2,234.0,59.32,349.71
2698,11,974.0,1898.28,1811.2
2699,14,361.0,1951.23,1841.08
2700,10,311.0,749.62,1122.23
2701,2,773.0,2087.12,1504.04
2702,9,605.0,379.27,979.91
2703,6,662.0,1896.65,1728.42
2704,1,175.0,2235.97,1213.59
2705,10,565.0,960.52,1507.93
2706,2,947.0,2230.96,1511.37
2707,9,30.0,1612.94,1474.59
2708,2,1062.0,231.98,629.06
2709,5,1127.0,1879.24,1715.83
2710,12,891.0,756.03,1693.13
2711,11,281.0,2287.74,1624.86
2712,3,69.0,939.88,968.56
2713,14,103.0,540.64,1048.71
2714,14,520.0,1428.94,1862.48
2715,3,765.0,7.49,726.92
2716,13,128.0,1585.58,1722.62
2717,9,966.0,1446.37,1894.6
2718,4,1195.0,376.18,851.57
2719,6,196.0,1196.34,1429.92
2720,12,929.0,1120.92,1912.93
2721,13,437.0,952.57,1661.19
2722,3,1021.0,447.96,789.11
2723,7,779.0,2356.19,1803.28
2724,7,919.0,408.98,1189.28
2725,2,227.0,1320.82,1207.93
2726,4,115.0,2311.89,1408.96
2727,11,724.0,1899.95,1764.34
2728,9,235.0,684.27,937.32
2729,1,697.0,1319.41,1321.43
2730,14,905.0,2013.85,1923.05
2731,7,521.0,1319.28,1618.63
2732,3,853.0,844.1,1242.96
2733,11,374.0,2451.68,1642.98
2734,13,1019.0,731.21,1760.7
2735,2,342.0,2307.08,1354.64
2736,4,239.0,872.8,1070.01
2737,9,1175.0,602.58,1443.85
2738,1,833.0,950.73,1204.23
2739,3,1153.0,39.86,713.39
2740,13,787.0,252.97,1284.49
2741,4,297.0,1534.92,1431.68
2742,1,238.0,538.95,419.76
2743,9,488.0,1895.64,1607.09
2744,1,588.0,153.61,399.93
2745,3,788.0,2346.14,1551.62
2746,1,349.0,2464.17,1260.59
2747,5,904.0,1505.17,1716.86
2748,9,703.0,1685.51,1686.66
2749,11,740.0,1223.18,1813.5
2750,3,557.0,2163.25,1496.52
2751,4,558.0,1866.02,1551.93
2752,2,233.0,440.34,429.33
2753,11,284.0,87.82,937.95
2754,6,1167.0,749.26,1655.09
2755,12,728.0,1844.33,1808.56
2756,7,947.0,405.38,1197.04
2757,4,756.0,2170.9,1596.83
2758,13,612.0,1245.22,1852.53
2759,10,153.0,2297.49,1564.34
2760,7,279.0,1106.64,1449.48
2761,8,439.0,1295.79,1516.36
2762,9,888.0,385.69,1193.01
2763,9,237.0,1964.41,1559.44
2764,1,572.0,73.87,455.67
2765,14,1163.0,1193.88,2114.71
2766,9,126.0,1094.04,1450.18
2767,3,745.0,650.32,949.06
2768,4,706.0,226.22,822.3
2769,2,1084.0,86.49,627.09
2770,11,1055.0,2115.13,1809.2
2771,10,25.0,1091.65,1445.21
2772,4,203.0,1724.23,1421.16
2773,11,939.0,1520.03,1900.83
2774,8,1144.0,2359.25,1757.97
2775,10,78.0,968.7,1372.59
2776,10,372.0,2310.08,1592.63
2777,8,298.0,1966.07,1537.04
2778,7,822.0,162.24,1096.8
2779,9,863.0,1281.41,1810.91
2780,5,593.0,1568.2,1647.4
2781,11,173.0,2209.78,1600.22
2782,12,1070.0,681.46,1654.5
2783,8,179.0,2302.91,1508.23
2784,14,874.0,1244.62,1932.88
2785,2,916.0,1738.89,1498.88
2786,5,1101.0,1221.9,1642.12
2787,6,497.0,585.3,983.05
2788,12,45.0,539.58,841.35
2789,5,827.0,2487.13,1714.29
2790,14,175.0,1756.74,1777.12
2791,1,1111.0,2250.84,1443.74
2792,7,708.0,219.88,1075.59
2793,9,1149.0,1407.2,1959.47
2794,5,85.0,1708.07,1444.96
2795,7,887.0,907.68,1802.3
2796,4,1191.0,1548.65,1567.01
2797,6,552.0,1376.9,1585.42
2798,2,924.0,2255.38,1511.71
2799,1,218.0,1817.28,1198.86
2800,5,588.0,1208.03,1541.33
2801,1,602.0,1666.67,1337.37
2802,14,952.0,2296.86,1873.83
2803,1,411.0,1726.5,1255.06
2804,6,772.0,2488.79,1745.13
2805,12,422.0,1187.5,1726.69
2806,8,1148.0,710.92,1594.68
2807,12,1129.0,1260.37,2043.94
2808,3,110.0,2149.62,1347.01
2809,5,82.0,1721.2,1442.81
2810,6,628.0,1176.33,1641.58
2811,9,392.0,1666.06,1596.57
2812,1,1061.0,2423.58,1449.4
2813,5,775.0,261.84,909.0
2814,7,290.0,804.84,1167.91
2815,5,607.0,1683.54,1645.97
2816,4,503.0,1355.37,1485.27
2817,11,785.0,1888.59,1787.18
2818,4,670.0,2138.26,1579.1
2819,2,207.0,1641.82,1265.08
2820,4,462.0,711.37,937.99
2821,1,360.0,1343.63,1173.64
2822,11,519.0,279.44,999.76
2823,14,794.0,2291.21,1870.36
2824,4,521.0,2239.9,1536.69
2825,2,124.0,1515.36,1227.49
2826,12,864.0,2248.11,1819.59
2827,1,1100.0,2237.42,1442.59
2828,12,275.0,1833.05,1682.09
2829,14,1100.0,2090.83,1983.63
2830,12,628.0,1463.09,1842.19
2831,10,321.0,2162.27,1595.23
2832,4,714.0,2295.42,1600.16
2833,6,524.0,2051.45,1618.73
2834,1,326.0,1530.04,1207.99
2835,1,704.0,319.85,514.75
2836,10,316.0,1500.32,1597.73
2837,11,1024.0,1516.93,1933.73
2838,6,907.0,1864.59,1785.31
2839,6,931.0,1050.94,1712.32
2840,14,1182.0,1200.8,2123.47
2841,6,619.0,1750.72,1713.71
2842,12,601.0,1962.04,1776.88
2843,10,1173.0,29.39,1366.65
2844,12,462.0,288.59,1059.25
2845,2,433.0,1348.83,1279.03
2846,5,867.0,2006.32,1714.06
2847,11,68.0,1894.65,1573.6
2848,4,1033.0,1604.04,1591.3
2849,1,269.0,1976.36,1214.42
2850,12,74.0,2033.31,1621.45
2851,11,747.0,866.65,1712.0
2852,13,152.0,133.68,1004.65
2853,11,1082.0,2489.92,1769.9
2854,3,399.0,2017.71,1455.9
2855,13,823.0,1984.05,1864.21
2856,14,1162.0,1035.09,2086.12
2857,1,584.0,1280.85,1247.42
2858,8,503.0,24.31,814.51
2859,7,280.0,1714.34,1610.33
2860,6,1121.0,2092.41,1806.51
2861,12,740.0,1028.31,1806.54
2862,11,445.0,1303.25,1712.22
2863,4,438.0,825.07,1109.77
2864,14,773.0,1515.0,1910.4
2865,6,1028.0,1799.92,1794.99
2866,14,428.0,1590.37,1852.99
2867,1,1181.0,1869.37,1428.37
2868,4,1081.0,1561.79,1563.02
2869,12,1119.0,1926.73,1858.48
2870,1,543.0,240.17,417.93
2871,3,256.0,616.93,662.55
2872,1,940.0,2068.47,1448.14
2873,3,978.0,540.25,837.89
2874,11,1031.0,533.76,1399.86
2875,13,56.0,731.39,1158.26
2876,9,912.0,2442.8,1774.62
2877,2,370.0,1001.78,1090.71
2878,9,1035.0,191.52,1271.2
2879,14,343.0,626.84,1293.25
2880,2,18.0,1790.24,1219.82
2881,13,54.0,1981.27,1658.05
2882,11,254.0,1660.26,1634.25
2883,7,926.0,598.97,1306.18
2884,1,212.0,1740.87,1203.56
2885,11,498.0,1237.86,1723.37
2886,4,1164.0,1640.49,710.63
2887,6,109.0,2243.2,1521.71
2888,11,435.0,312.22,943.33
2889,13,835.0,1898.95,1898.51
2890,8,215.0,1602.22,1526.01
2891,2,755.0,1993.85,1507.5
2892,1,607.0,1535.02,1313.84
2893,3,922.0,1212.76,1461.09
2894,5,998.0,1645.09,1731.1
2895,14,939.0,61.48,1344.31
2896,10,594.0,567.85,1215.33
2897,2,302.0,306.53,383.01
2898,3,423.0,806.96,1015.99
2899,4,621.0,1536.89,1561.42
2900,8,383.0,351.28,808.23
2901,3,529.0,2345.74,1490.99
2902,13,742.0,740.44,1692.11
2903,10,245.0,1282.75,1593.22
2904,11,1131.0,1644.15,2121.37
2905,12,736.0,1809.17,1811.24
2906,8,905.0,2233.3,1745.04
2907,4,673.0,2314.71,1582.4
2908,5,771.0,2454.2,1711.53
2909,3,502.0,2233.37,1484.81
2910,10,906.0,1497.3,1860.47
2911,12,731.0,718.24,1616.91
2912,4,1156.0,1863.57,1567.15
2913,12,836.0,2138.92,1813.7
2914,13,1134.0,2228.38,1885.2
2915,14,632.0,574.39,1463.26
2916,8,874.0,2345.93,1724.94
2917,4,605.0,1764.23,1563.1
2918,8,469.0,2226.76,1565.12
2919,7,890.0,2437.39,1809.53
2920,13,207.0,560.73,1052.07
2921,5,196.0,1046.18,1270.67
2922,13,981.0,1216.6,1984.15
2923,9,1014.0,1067.16,2018.55
2924,14,645.0,590.55,1494.14
2925,7,628.0,276.73,946.96
2926,12,198.0,1234.85,1648.7
2927,14,909.0,1866.05,1937.93
2928,3,839.0,2389.45,1549.79
2929,10,541.0,2348.93,1650.15
2930,11,353.0,1166.49,723.17
2931,13,699.0,1828.01,1881.29
2932,7,700.0,87.49,1068.52
2933,9,695.0,1196.76,1728.54
2934,3,758.0,28.76,730.52
2935,1,526.0,1436.18,1252.7
2936,10,398.0,1972.47,1612.33
2937,7,119.0,489.11,744.41
2938,5,328.0,1407.98,1487.45
2939,9,520.0,2225.99,1614.53
2940,8,1172.0,1793.6,1820.29
2941,10,909.0,2090.7,1744.68
2942,9,613.0,1355.93,1617.5
2943,14,556.0,126.95,1284.9
2944,1,992.0,866.17,1102.87
2945,11,298.0,922.98,1419.46
2946,13,1142.0,2449.01,1878.06
2947,8,910.0,1786.24,1790.37
2948,8,199.0,1708.9,1511.88
2949,14,75.0,2255.61,1706.27
2950,6,1091.0,596.66,1314.06
2951,12,283.0,358.33,940.55
2952,11,744.0,895.82,1740.22
2953,8,769.0,568.03,1302.75
2954,4,629.0,1552.13,1577.61
2955,13,746.0,64.64,1264.4
2956,2,997.0,2080.47,1505.99
2957,12,773.0,2134.31,1813.43
2958,14,495.0,1899.26,1866.72
2959,12,957.0,1238.52,1942.3
2960,2,910.0,1923.58,1507.89
2961,5,873.0,148.06,889.54
2962,14,590.0,2426.65,1827.02
2963,9,196.0,842.01,1139.9
2964,7,537.0,2296.27,1681.62
2965,2,1010.0,1044.25,1356.11
2966,7,623.0,1998.75,1692.32
2967,3,92.0,1255.37,1229.67
2968,9,680.0,119.21,950.17
2969,1,355.0,1744.84,1240.71
2970,5,630.0,1489.4,1647.17
2971,7,23.0,1448.35,1465.81
2972,8,509.0,2409.19,1571.86
2973,5,168.0,860.33,1057.58
2974,11,339.0,1335.18,1680.85
2975,8,692.0,2310.85,1633.01
2976,8,898.0,955.91,1843.63
2977,14,876.0,1918.33,1922.49
2978,13,1064.0,763.94,1827.08
2979,2,394.0,176.04,427.35
2980,2,564.0,1494.46,1381.4
2981,1,282.0,1274.29,1133.6
2982,1,1117.0,1466.1,1402.45
2983,11,1176.0,1212.94,2136.12
2984,7,259.0,547.19,849.44
2985,10,457.0,2348.18,1615.34
2986,14,477.0,1350.05,1858.89
2987,1,109.0,1504.66,1186.82
2988,1,560.0,1948.14,1328.12
2989,11,1033.0,2391.86,1777.71
2990,9,1085.0,2361.25,1812.52
2991,9,946.0,711.94,1530.61
2992,12,238.0,1198.09,1660.61
2993,4,340.0,44.69,567.7
2994,3,656.0,571.2,813.1
2995,6,759.0,628.18,1231.08
2996,5,447.0,2267.71,1568.56
2997,9,281.0,1413.38,1551.09
2998,7,344.0,1678.65,1621.51
2999,4,1119.0,1750.32,1578.11
3000,5,521.0,2153.27,1628.71
3001,4,899.0,1070.34,1468.27
3002,8,537.0,2062.29,1580.02
3003,6,488.0,14.46,785.75
3004,6,540.0,2155.6,1621.48
3005,6,1034.0,1975.28,1808.14
3006,12,841.0,1694.26,1888.0
3007,10,931.0,1463.01,1870.09
3008,11,745.0,1983.21,1776.08
3009,3,715.0,1856.01,1507.71
3010,8,296.0,593.4,878.53
3011,4,458.0,745.55,999.35
3012,9,1166.0,720.24,1726.04
3013,1,718.0,747.7,869.07
3014,2,1134.0,1139.41,1418.82
3015,3,871.0,1423.35,1496.24
3016,8,619.0,2456.36,1607.86
3017,6,646.0,247.17,931.83
3018,14,888.0,797.37,1797.49
3019,14,661.0,1463.71,1889.23
3020,7,24.0,811.8,1058.14
3021,8,833.0,2044.49,707.55
3022,2,775.0,685.22,907.65
3023,13,240.0,480.58,1029.16
3024,5,1010.0,1477.58,1685.96
3025,1,542.0,2167.76,1345.93
3026,10,845.0,2079.96,1739.14
3027,6,1137.0,1824.34,1849.24
3028,8,596.0,2259.68,1597.28
3029,13,105.0,502.77,947.17
3030,3,1164.0,1413.78,1465.38
3031,13,268.0,345.13,975.84
3032,5,581.0,975.86,1400.16
3033,9,540.0,1230.51,1642.21
3034,10,790.0,408.39,1253.9
3035,13,11.0,2353.86,1604.4
3036,9,82.0,2208.82,1519.25
3037,5,1139.0,297.7,915.79
3038,5,497.0,497.57,872.84
3039,9,1120.0,585.82,1384.96
3040,9,661.0,14.05,920.0
3041,13,1056.0,831.26,1919.07
3042,2,341.0,1414.37,1270.22
3043,2,181.0,1607.58,1251.34
3044,8,1137.0,764.11,1765.35
3045,5,96.0,2181.98,1465.88
3046,8,366.0,201.8,748.13
3047,1,370.0,1513.71,1226.97
3048,3,711.0,1995.44,1508.94
3049,8,577.0,249.11,877.57
3050,2,733.0,293.92,625.1
3051,3,427.0,579.29,717.55
3052,2,460.0,34.55,462.19
3053,3,199.0,1861.86,1353.98
3054,13,512.0,2313.72,1786.17
3055,2,997.0,91.4,650.43
3056,10,338.0,2138.54,1599.71
3057,13,1126.0,557.21,1512.01
3058,13,468.0,1045.37,1753.59
3059,3,1008.0,2501.91,1533.11
3060,12,1181.0,796.06,1933.31
3061,14,583.0,1308.61,1870.39
3062,8,445.0,228.42,809.52
3063,2,600.0,1940.33,1450.13
3064,11,1138.0,1401.24,2140.41
3065,9,195.0,1326.68,1553.9
3066,14,730.0,866.74,1794.74
3067,2,266.0,2119.23,1313.99
3068,13,409.0,820.12,1416.82
3069,11,385.0,1654.53,1658.61
3070,3,125.0,2120.2,1356.38
3071,3,818.0,955.8,1368.19
3072,2,1197.0,701.61,953.19
3073,10,169.0,2478.28,1562.57
3074,5,740.0,1458.18,1680.68
3075,2,916.0,2374.36,1511.78
3076,8,1148.0,180.89,1241.22
3077,11,486.0,2420.19,1681.51
3078,5,163.0,596.58,711.13
3079,2,233.0,1070.02,1089.96
